"id","القرية","العزلة","المديرية","المحافظة"
35620,"المرجام","قاعـــــه","العشـــــه","عمران"
35621,"المنصورية","قاعـــــه","العشـــــه","عمران"
35622,"ذوقعبان","قاعـــــه","العشـــــه","عمران"
35623,"شاغــط","قاعـــــه","العشـــــه","عمران"
35624,"محفنه","قاعـــــه","العشـــــه","عمران"
35625,"الغردات","قرهد والفردات","العشـــــه","عمران"
35626,"قرهـد","قرهد والفردات","العشـــــه","عمران"
35627,"ذوهديان","قف ذو هديان","العشـــــه","عمران"
35628,"الحزة","بني عـــوف","المــدان","عمران"
35629,"الخلاصيص","بني عـــوف","المــدان","عمران"
35630,"الرجم","بني عـــوف","المــدان","عمران"
35631,"الشعوب","بني عـــوف","المــدان","عمران"
35632,"الصايــة","بني عـــوف","المــدان","عمران"
35633,"العراضي","بني عـــوف","المــدان","عمران"
35634,"الغول","بني عـــوف","المــدان","عمران"
35635,"المسالم","بني عـــوف","المــدان","عمران"
35636,"قفيع","بني عـــوف","المــدان","عمران"
35637,"معمره","بني عـــوف","المــدان","عمران"
35638,"اركان","بني نسر","المــدان","عمران"
35639,"الاغبري","بني نسر","المــدان","عمران"
35640,"البكرين","بني نسر","المــدان","عمران"
35641,"الدائر","بني نسر","المــدان","عمران"
35642,"الصاية","بني نسر","المــدان","عمران"
35643,"المجارين","بني نسر","المــدان","عمران"
35644,"المدان","بني نسر","المــدان","عمران"
35645,"المعرش","بني نسر","المــدان","عمران"
35646,"المعزاب","بني نسر","المــدان","عمران"
35647,"الميفاع","بني نسر","المــدان","عمران"
35648,"امران","بني نسر","المــدان","عمران"
35649,"بيت المعافا","بني نسر","المــدان","عمران"
35650,"تجمع بدو خمري","بني نسر","المــدان","عمران"
35651,"درب هيب","بني نسر","المــدان","عمران"
35652,"قرية الوادي","بني نسر","المــدان","عمران"
35653,"مـدر","بني نسر","المــدان","عمران"
35654,"ود","بني نسر","المــدان","عمران"
35655,"افرق الخارجي","بني نـــوف","المــدان","عمران"
35656,"افرق الداخلي","بني نـــوف","المــدان","عمران"
35657,"البياضة","بني نـــوف","المــدان","عمران"
35658,"الثلايا","بني نـــوف","المــدان","عمران"
35659,"الجملول","بني نـــوف","المــدان","عمران"
35660,"الحنكة","بني نـــوف","المــدان","عمران"
35661,"الحياف","بني نـــوف","المــدان","عمران"
35662,"الخسف","بني نـــوف","المــدان","عمران"
35663,"الشاوش","بني نـــوف","المــدان","عمران"
35664,"الصافح","بني نـــوف","المــدان","عمران"
35665,"الصلاو","بني نـــوف","المــدان","عمران"
35666,"الضلاع","بني نـــوف","المــدان","عمران"
35667,"الظهرة","بني نـــوف","المــدان","عمران"
35668,"العماش","بني نـــوف","المــدان","عمران"
35669,"العنسق","بني نـــوف","المــدان","عمران"
35670,"القبيب","بني نـــوف","المــدان","عمران"
35671,"القرن","بني نـــوف","المــدان","عمران"
35672,"القعف","بني نـــوف","المــدان","عمران"
35673,"المبرك","بني نـــوف","المــدان","عمران"
35674,"المحال","بني نـــوف","المــدان","عمران"
35675,"المخارشة","بني نـــوف","المــدان","عمران"
35676,"المخرط","بني نـــوف","المــدان","عمران"
35677,"بيت الاحمر","بني نـــوف","المــدان","عمران"
35678,"بيت البحيري","بني نـــوف","المــدان","عمران"
35679,"بيت الغرابي","بني نـــوف","المــدان","عمران"
35680,"بيت المخضوع","بني نـــوف","المــدان","عمران"
35681,"بيت زاهر","بني نـــوف","المــدان","عمران"
35682,"بيت شانع","بني نـــوف","المــدان","عمران"
35683,"بيت صبرة","بني نـــوف","المــدان","عمران"
35684,"بيت مبارك","بني نـــوف","المــدان","عمران"
35685,"بيت مهاوش","بني نـــوف","المــدان","عمران"
35686,"بيت نوفان","بني نـــوف","المــدان","عمران"
35687,"بيت وهبان","بني نـــوف","المــدان","عمران"
35688,"درب زنيم","بني نـــوف","المــدان","عمران"
35689,"علمان","بني نـــوف","المــدان","عمران"
35690,"البدو","بني غثيمه","بني صريم","عمران"
35691,"البوم","بني غثيمه","بني صريم","عمران"
35692,"الحجله","بني غثيمه","بني صريم","عمران"
35693,"الدرب","بني غثيمه","بني صريم","عمران"
35694,"الراس","بني غثيمه","بني صريم","عمران"
35695,"العفيرة","بني غثيمه","بني صريم","عمران"
35696,"بنى وهاس","بني غثيمه","بني صريم","عمران"
35697,"بيت ال مقبل","بني غثيمه","بني صريم","عمران"
35698,"بيت غانم","بني غثيمه","بني صريم","عمران"
35699,"جمدان","بني غثيمه","بني صريم","عمران"
35700,"اضبع","بني قيس","بني صريم","عمران"
35701,"الباشه","بني قيس","بني صريم","عمران"
35702,"الحلحل","بني قيس","بني صريم","عمران"
35703,"الساده","بني قيس","بني صريم","عمران"
35704,"السبيع","بني قيس","بني صريم","عمران"
35705,"الضلعة","بني قيس","بني صريم","عمران"
35706,"الضياح","بني قيس","بني صريم","عمران"
35707,"الكوله","بني قيس","بني صريم","عمران"
35708,"الماجلين","بني قيس","بني صريم","عمران"
35709,"بني حومي","بني قيس","بني صريم","عمران"
35710,"بنى حيدان","بني قيس","بني صريم","عمران"
35711,"بني طامش","بني قيس","بني صريم","عمران"
35712,"بنى طاهر","بني قيس","بني صريم","عمران"
35713,"بنى مسمار","بني قيس","بني صريم","عمران"
35714,"بيت شبيل","بني قيس","بني صريم","عمران"
35715,"بيت عطيفه","بني قيس","بني صريم","عمران"
35716,"دماج","بني قيس","بني صريم","عمران"
35717,"راضه","بني قيس","بني صريم","عمران"
35718,"غيل القشام","بني قيس","بني صريم","عمران"
35719,"قرفان","بني قيس","بني صريم","عمران"
35720,"قرية اللحف","بني قيس","بني صريم","عمران"
35721,"مسلت","بني قيس","بني صريم","عمران"
35722,"الحبله","خيار","بني صريم","عمران"
35723,"الحضائر","خيار","بني صريم","عمران"
35724,"الخانق","خيار","بني صريم","عمران"
35725,"الخبوة","خيار","بني صريم","عمران"
35726,"السوق","خيار","بني صريم","عمران"
35727,"الصنعانيه","خيار","بني صريم","عمران"
35728,"الغارب","خيار","بني صريم","عمران"
35729,"القبه","خيار","بني صريم","عمران"
35730,"القطارين","خيار","بني صريم","عمران"
35731,"المصرع","خيار","بني صريم","عمران"
35732,"المهاصر","خيار","بني صريم","عمران"
35733,"الموسم","خيار","بني صريم","عمران"
35734,"بنى شويط","خيار","بني صريم","عمران"
35735,"بني ناشر","خيار","بني صريم","عمران"
35736,"بيت الجوبي","خيار","بني صريم","عمران"
35737,"بيت الحضوري","خيار","بني صريم","عمران"
35738,"بيت الشام","خيار","بني صريم","عمران"
35739,"بيت القاضي","خيار","بني صريم","عمران"
